,,,,,,,,,,,,,,,,,,
,,ASCND TRY R1208,800,,80,80.0,80.0,,2025-01-09 14:31:55,80,Production,,,,0,0,1,10
,,ASCND TRY R1209,800,,80,80.0,80.0,,2025-01-09 14:31:55,80,Production,,,,0,0,1,10
,,ASCND TRY R1210,800,,80,80.0,80.0,,2025-01-09 14:31:55,80,Production,,,,0,0,1,10
,,ASCND TRY R1211,800,,80,80.0,80.0,,2025-01-09 14:31:55,80,Production,,,,0,0,1,10
,,ASCND TRY R1212,800,,80,80.0,80.0,,2025-01-09 14:31:55,80,Production,,,,0,0,1,10
,,A ASC_CD_1RU_12,800,,88.88888888888889,88.88888888888889,88.88888888888889,,2025-01-09 14:31:55,88.88888888888889,Warehouse,,,,1,0,0,9
,,A ASC_CD_1RU_8,800,,88.88888888888889,88.88888888888889,88.88888888888889,,2025-01-09 14:31:55,88.88888888888889,Warehouse,,,,1,0,0,9
,,A FM003998,800,,44.44444444444444,44.44444444444444,44.44444444444444,,2025-01-09 14:31:55,44.44444444444444,Warehouse,,,,2,0,0,18
,,FM003901,800,,88.88888888888889,88.88888888888889,88.88888888888889,,2025-01-09 14:31:55,88.88888888888889,Painting,,,,1,0,0,9
,,FM003912,800,,88.88888888888889,88.88888888888889,88.88888888888889,,2025-01-09 14:31:55,88.88888888888889,Painting,,,,1,0,0,9
,,FM003933,800,,44.44444444444444,44.44444444444444,44.44444444444444,,2025-01-09 14:31:55,44.44444444444444,Painting,,,,2,0,0,18
,,FM003957,800,,88.88888888888889,88.88888888888889,88.88888888888889,,2025-01-09 14:31:55,88.88888888888889,Painting,,,,1,0,0,9
,,FM003974,800,,88.88888888888889,88.88888888888889,88.88888888888889,,2025-01-09 14:31:55,88.88888888888889,Painting,,,,1,0,0,9
,,FM003976,800,,88.88888888888889,88.88888888888889,88.88888888888889,,2025-01-09 14:31:55,88.88888888888889,Painting,,,,1,0,0,9
,,P 1R FRICTION B12,800,,44.44444444444444,44.44444444444444,44.44444444444444,,2025-01-09 14:31:55,44.44444444444444,Warehouse,,,,2,0,0,18
,,P 1R FRICTION B8,800,,44.44444444444444,44.44444444444444,44.44444444444444,,2025-01-09 14:31:55,44.44444444444444,Warehouse,,,,2,0,0,18
,,P 1R PRESS FIT,800,,44.44444444444444,44.44444444444444,44.44444444444444,,2025-01-09 14:31:55,44.44444444444444,Warehouse,,,,2,0,0,18
,,P CS016117,800,,88.88888888888889,88.88888888888889,88.88888888888889,,2025-01-09 14:31:55,88.88888888888889,Warehouse,,,,1,0,0,9
,,P CS016119,800,,88.88888888888889,88.88888888888889,88.88888888888889,,2025-01-09 14:31:55,88.88888888888889,Warehouse,,,,1,0,0,9
,,P CS016132,800,,88.88888888888889,88.88888888888889,88.88888888888889,,2025-01-09 14:31:55,88.88888888888889,Warehouse,,,,1,0,0,9
,,P CS016140,800,,88.88888888888889,88.88888888888889,88.88888888888889,,2025-01-09 14:31:55,88.88888888888889,Warehouse,,,,1,0,0,9
,,A ASC_CD_2RU_12,800,,,,,,2025-01-09 14:31:55,,Warehouse,,,,0,1,0,0
,,A ASC_CD_2RU_8,800,,,,,,2025-01-09 14:31:55,,Warehouse,,,,0,1,0,0
,,A FM003966,800,,,,,,2025-01-09 14:31:55,,Warehouse,,,,0,2,0,0
,,FM003914;7,800,,,,,,2025-01-09 14:31:55,,Painting,,,,0,1,0,0
,,FM003959;7,800,,,,,,2025-01-09 14:31:55,,Painting,,,,0,1,0,0
,,FM003969;9,800,,,,,,2025-01-09 14:31:55,,Painting,,,,0,1,0,0
,,FM003984;9,800,,,,,,2025-01-09 14:31:55,,Painting,,,,0,1,0,0
,,FM003985;5,800,,,,,,2025-01-09 14:31:55,,Painting,,,,0,2,0,0
,,P 2R FRICTION B12,800,,,,,,2025-01-09 14:31:55,,Warehouse,,,,0,2,0,0
,,P 2R FRICTION B8,80,,,,,,2025-01-13 08:53:18,,Warehouse,,,,0,2,0,0
,,P 2R PRESS FIT,800,,,,,,2025-01-09 14:31:55,,Warehouse,,,,0,2,0,0
,,P CS016056,800,,,,,,2025-01-09 14:31:55,,Warehouse,,,,0,1,0,0
,,P CS016057,800,,,,,,2025-01-09 14:31:55,,Warehouse,,,,0,1,0,0
,,P CS016131,800,,,,,,2025-01-09 14:31:55,,Warehouse,,,,0,1,0,0
,,P CS016141,800,,,,,,2025-01-09 14:31:55,,Warehouse,,,,0,1,0,0
,,A FM003965,800,,20,20.0,20.0,,2025-01-09 14:31:55,20,Warehouse,,,,0,0,4,40
,,A ASC_CD_4RU_12,800,,80,80.0,80.0,,2025-01-09 14:31:55,80,Warehouse,,,,0,0,1,10
,,A ASC_CD_4RU_8,800,,80,80.0,80.0,,2025-01-09 14:31:55,80,Warehouse,,,,0,0,1,10
,,P 4R FRICTIONB12,800,,40,40.0,40.0,,2025-01-09 14:31:55,40,Warehouse,,,,0,0,2,20
,,P 4R FRICTIONB8,800,,40,40.0,40.0,,2025-01-09 14:31:55,40,Warehouse,,,,0,0,2,20
,,P 4R PRESS FIT,800,,40,40.0,40.0,,2025-01-09 14:31:55,40,Warehouse,,,,0,0,2,20
,,P CS016118,800,,80,80.0,80.0,,2025-01-09 14:31:55,80,Warehouse,,,,0,0,1,10
,,P CS016120,800,,80,80.0,80.0,,2025-01-09 14:31:55,80,Warehouse,,,,0,0,1,10
,,P CS016133,800,,80,80.0,80.0,,2025-01-09 14:31:55,80,Warehouse,,,,0,0,1,10
,,P CS016142,800,,80,80.0,80.0,,2025-01-09 14:31:55,80,Warehouse,,,,0,0,1,10
,,A FM004695-MS,800,,40,40.0,40.0,,2025-01-09 14:31:55,40,Warehouse,,,,0,0,2,20
,,FM003916;7,2000,,200,200.0,200.0,,2025-01-23 16:38:02,200,Painting,,,,0,0,1,10
,,FM003961,2000,,200,200.0,200.0,,2025-01-23 16:38:05,200,Painting,,,,0,0,1,10
,,FM003962-MS,2000,,200,200.0,200.0,,2025-01-23 16:38:05,200,Painting,,,,0,0,1,10
,,FM003971;5,2000,,100,100.0,100.0,,2025-01-23 16:38:05,100,Painting,,,,0,0,2,20
,,FM003972-MS;6,2000,,200,200.0,200.0,,2025-01-23 16:38:05,200,Painting,,,,0,0,1,10
,,FM004664-MS;0,2000,,100,100.0,100.0,,2025-01-23 16:38:05,100,Painting,,,,0,0,2,20
,,FM004739;2,2000,,200,200.0,200.0,,2025-01-23 16:38:05,200,Painting,,,,0,0,1,10
